file_name,comment_id,original_sentence,cleaned_sentence,sentence_embedding,codes,themes,food and drinks,place,people,opinions
restaurant_reviews.docx,81,I think a lot of things could benefit from having this nam prik as support act.,think lot things could benefit nam prik support act,"[ 0.01988888  0.11087141 -0.03297156  0.0323822   0.0082917   0.02251626
  0.0708576  -0.02312394  0.01103628  0.03270718 -0.03687634 -0.01739584
 -0.68698399  0.01709962 -0.00400122  0.05102496 -0.00349738 -0.02932056
 -0.02333737 -0.02586676  0.01322318  0.0178754  -0.01638478  0.0949624
 -0.0125728   0.13149788  0.0465535   0.040891   -0.0085839  -0.03245741
  0.0538383  -0.01183442  0.01680407  0.02699114  0.07020433  0.0187327
 -0.01941428  0.0028072  -0.0020935  -0.019452   -0.0805322   0.0158354
  0.0136812  -0.01954954 -0.00405464 -0.07381859  0.03469826  0.00504332
 -0.0121347   0.00269876]",mains,food and drinks,1,0,0,0
restaurant_reviews.docx,81,Lightly crunchy edamame beans serve as ballast.,Lightly crunchy edamame beans serve ballast,"[ 0.0157079  -0.0633776   0.02925218  0.0512382   0.01567242  0.06316094
 -0.05150808 -0.05769274 -0.00751618 -0.0605992  -0.0414448  -0.02899248
 -0.1850296  -0.0648011  -0.0089444   0.00934046  0.056088   -0.08129916
  0.06715152 -0.05236243 -0.07413462 -0.00866722  0.0370156   0.00397814
  0.02194534  0.1040768   0.0025543   0.0474908   0.0187114  -0.040676
  0.07212794  0.0817488  -0.0481106  -0.0390216  -0.0432002  -0.0330116
  0.00172706 -0.02016072  0.0559372   0.1112066   0.0201192   0.01369016
 -0.0157807  -0.06486306  0.0458562   0.0339586   0.03892068  0.01255288
  0.0162414   0.0448194 ]",mains,food and drinks,1,0,0,0
restaurant_reviews.docx,81,"After all this precision and poise, a plate of rugged, coiled rice noodles, topped by snowy peaks of monkfish, feels like a gear change.",precision poise plate rugged coiled rice noodles topped snowy peaks monkfish feels like gear change,"[-1.13668500e-01 -1.29266142e-01  7.57137412e-02  3.16918660e-03
  5.09118998e-02  1.01829441e-01  1.82114828e-02 -1.00607598e-01
  3.44765911e-02 -1.79704602e-01 -4.72630203e-02  1.93073943e-03
 -6.89944355e-01  2.50277504e-02  1.05237000e-01 -3.83782119e-03
  8.22018607e-02 -1.01877800e-01  1.05380192e-04  1.08807951e-03
 -1.21122494e-01  3.19750322e-03  1.23807099e-01 -1.78164416e-02
 -7.02442014e-02  2.03771403e-01 -1.08770599e-01  6.92513609e-02
  6.55959472e-04 -4.14391426e-02  9.16825998e-02  8.76946416e-02
 -1.02649937e-02 -1.40267120e-01  6.91600040e-03 -4.16365609e-02
 -3.16813389e-02  1.39864794e-02  8.32911382e-02  1.34766399e-01
 -3.08823588e-02  1.64995541e-02  5.26597367e-02 -5.48828003e-02
  6.65414196e-02  5.92750203e-02  1.03792123e-01  3.52900001e-02
  5.55040269e-02  1.02996323e-01]",mains,food and drinks,1,0,0,0
restaurant_reviews.docx,81,"It comes with a hefty Asian broth, both sweet and salty with tiny shrimps.",comes hefty Asian broth sweet salty tiny shrimps,"[-4.31962001e-02 -1.02491801e-02 -8.45045969e-03  5.97492795e-02
  3.02769985e-02  3.32484007e-02  4.19176014e-02 -5.68166032e-03
 -2.23290221e-02 -2.30689996e-02 -8.12888002e-02  8.23061405e-03
 -3.84408398e-01 -5.46078058e-02  3.16016408e-02  1.98738006e-02
  4.27449608e-02 -1.18523500e-01  2.63983999e-02 -6.26790019e-03
 -6.24801793e-02 -3.40168074e-03  5.67758010e-02  1.93088510e-02
 -2.36511794e-02  1.36957801e-01 -4.19547796e-02 -1.40541987e-02
 -2.29617800e-02 -1.04121199e-01  2.55301804e-02  4.29895242e-02
 -1.27192003e-02  1.21604942e-02 -8.69983217e-02  2.85249804e-02
  9.74641979e-03  2.62776590e-02  4.15921998e-02  5.01786807e-02
 -5.76969841e-02 -7.88988802e-02  2.39042036e-03  7.59685937e-03
  4.72108805e-02  3.09128869e-02  9.20349401e-02  2.10743964e-03
  1.33199841e-04  8.76743805e-02]",mains,food and drinks,1,0,0,0
restaurant_reviews.docx,81,"There are sprouting grains, Chinese greens, fronds of fresh coriander and, for texture, golden deep-fried noodles.",sprouting grains Chinese greens fronds fresh coriander texture golden deepfried noodles,"[-0.0213142  -0.1119512   0.03435425  0.0374794   0.10607762  0.0381954
 -0.0616984  -0.03199652  0.03850766 -0.14726362 -0.12177228 -0.0382399
 -0.3923388   0.01562826 -0.0012593  -0.09515192  0.09035458 -0.09310092
  0.1130789  -0.01575338 -0.1178674   0.00468837  0.01463151 -0.0499154
 -0.01463326  0.15330298 -0.037004    0.02255462  0.00983828 -0.0856815
  0.0943404   0.1044632  -0.09655778 -0.0225282  -0.05321958 -0.117524
 -0.00142202  0.01984508  0.12493762  0.149985    0.0365144  -0.13298438
 -0.04269    -0.07911589  0.0435948  -0.00368416  0.08608136 -0.00254135
 -0.00201348  0.071748  ]",mains,food and drinks,1,0,0,0
restaurant_reviews.docx,81,Fresh chilli and lime give verve and literal zest to the dark umami flavours.,Fresh chilli lime give verve literal zest dark umami flavours,"[-0.08892856 -0.0288168   0.01871188  0.027441    0.0407398   0.0508912
  0.06997918 -0.11625324 -0.01075436 -0.02813906 -0.09100004 -0.03674134
 -0.42556341 -0.02590678  0.02976164 -0.03513622  0.1399228  -0.0277934
  0.0734538   0.0143287  -0.10499384 -0.02083172  0.0333544  -0.02780075
  0.03714074  0.07858522  0.0035476   0.0535598   0.03132    -0.125887
  0.0759516   0.05473401 -0.05081526 -0.04361428 -0.03099054 -0.02857694
 -0.02372224 -0.01020282  0.05133152  0.1792094  -0.0224325  -0.10567808
 -0.05198398 -0.0794743   0.02640322  0.0652342   0.03344722  0.00156384
 -0.01021507  0.07476204]",mains,food and drinks,1,0,0,0
restaurant_reviews.docx,81,"It's a messy bowlful, but a very good mess.",messy bowlful good mess,"[ 0.02086715 -0.0111462  -0.00236876  0.02563814  0.016552    0.01901724
  0.0648246   0.00183394 -0.0222262   0.0343764  -0.013237    0.01004468
 -0.224012   -0.00382418 -0.00584116 -0.0043297  -0.0105386  -0.02947
 -0.0499116  -0.00232268 -0.027414   -0.0108208  -0.0112134   0.028038
 -0.0020616   0.0608996   0.00359474  0.0224248  -0.0281062  -0.0203472
 -0.018993    0.0128444   0.0108226  -0.0102496  -0.0301566   0.0342478
 -0.01087858  0.0098891   0.0214302   0.040629   -0.0405838   0.0191258
  0.0439616   0.0037862   0.023036    0.0065836   0.04377994  0.0216658
 -0.008002    0.01232654]",mains,food and drinks,1,0,0,0
restaurant_reviews.docx,89,We have a disc of perfectly set duck-egg custard.,disc perfectly set duckegg custard,"[-0.0571494  -0.03191862  0.02551282  0.02583     0.0483668   0.01625348
  0.0204956  -0.0244828   0.0056892  -0.007262    0.0233596   0.0047332
 -0.219      -0.00268    -0.0060074   0.02192686  0.054528   -0.0111426
 -0.0070302  -0.009119   -0.043524    0.00335936  0.0119228  -0.0350438
  0.00870428  0.0600756  -0.0422886   0.0066078   0.03226268 -0.00147
  0.03701556  0.0359552   0.02705995 -0.05377364  0.0409466  -0.033867
  0.00918226 -0.0404458   0.0306256   0.0654452  -0.0243632   0.0158652
  0.0008076  -0.014489    0.04820964 -0.0238299   0.00202328 -0.0168326
  0.00223729 -0.007608  ]",positive,opinions,0,0,0,1
restaurant_reviews.docx,89,It's so light it seems to be holding its shape merely through strength of character.,light seems holding shape merely strength character,"[-0.05824614 -0.04783868  0.02369372  0.04765712  0.02931806  0.09998108
  0.097907   -0.04415934 -0.06230978 -0.02569526 -0.00553104  0.0168924
 -0.49684     0.00351326 -0.0367303   0.026898    0.0454644   0.0283558
  0.05188786 -0.07838592 -0.0087816   0.02251448  0.0288247   0.04511192
 -0.03274429  0.1177704  -0.04380678  0.03537494  0.02231939  0.02493732
  0.0572452  -0.03245422  0.0150938  -0.063147    0.0474681   0.01492962
 -0.03268494  0.0063555   0.01545042 -0.02306994  0.03203872  0.03509444
  0.08480232 -0.0170576   0.01628322 -0.03833086  0.04396232  0.02611082
  0.0147516  -0.01626206]",positive,opinions,0,0,0,1
restaurant_reviews.docx,89,"There's a gentle hand on the sweetness, which is balanced out by fragments of spicy gingerbread, echoing the legendary product from nearby Grasmere",Theres gentle hand sweetness balanced fragments spicy gingerbread echoing legendary product nearby Grasmere,"[-0.06100432 -0.00492612  0.01526942  0.05668034  0.08374648  0.06031304
  0.0750788  -0.13672902 -0.02701332 -0.10532078 -0.04177791 -0.0308544
 -0.5440564  -0.09124652  0.0031206   0.02534652  0.182063   -0.0384238
  0.08054992 -0.08052084 -0.0766282  -0.01588444 -0.04434616 -0.0323032
 -0.04054714  0.2514172  -0.06129236  0.02526306  0.00934462 -0.0183583
  0.07429334  0.04169308  0.01950074 -0.07565452  0.0348732  -0.0352765
  0.03610706  0.00514364  0.08899646  0.07710406  0.065326   -0.0527645
 -0.035826   -0.03895636  0.01152826  0.08321318  0.05948479  0.03392652
  0.0219649   0.08896002]",positive,opinions,0,0,0,1
restaurant_reviews.docx,90,It's a privilege to be introduced to these desserts,privilege introduced desserts,"[ 0.0058794   0.028428   -0.00222566  0.0605518   0.023988    0.0012932
  0.0078606  -0.0186776  -0.0055678  -0.028381   -0.0330758  -0.00736678
 -0.116796    0.0187696   0.0102104   0.0349446   0.00377708 -0.0063934
  0.0138296   0.0177008   0.0096288  -0.0037496  -0.0182128  -0.0073749
  0.033102    0.06873     0.00827352 -0.008736    0.0280108  -0.0132666
  0.027094   -0.0058492  -0.0154964  -0.0396234   0.0086228   0.00235322
 -0.01087058  0.0101962  -0.0041028   0.0067366   0.0560574  -0.00347284
  0.0021628  -0.0332472   0.03166234 -0.013015    0.016996    0.00706472
 -0.0404372  -0.0037014 ]",positive,opinions,0,0,0,1
restaurant_reviews.docx,88,"If anything, desserts take all this hoopla and boxset high drama to another level.",anything desserts take hoopla boxset high drama another level,"[ 1.97732010e-02  2.43231799e-02  2.41582802e-02  3.64070199e-02
  7.90313307e-02  6.57654377e-02  1.66784402e-01 -6.54607411e-02
  1.67483340e-02  1.46747005e-02  2.81745014e-02  1.91368809e-02
 -5.51033600e-01  1.92810398e-02 -9.53547984e-03  4.54499498e-04
  2.07467859e-02 -4.51463945e-03 -5.10781997e-02  9.50660020e-03
 -5.40974040e-03  2.38718200e-02  2.65946007e-02  2.69368994e-02
 -1.54581000e-02  9.80814617e-02  3.64853001e-02  5.93471952e-03
  4.91025895e-03 -4.62934807e-02  4.87379209e-02 -4.14574006e-02
  5.75633783e-03 -1.40086400e-02  2.43564069e-03 -1.02793998e-02
 -3.78966404e-02 -3.82268995e-02  4.69127401e-02  4.87941995e-03
 -5.94384327e-02 -1.01774004e-02  1.73101836e-02 -8.06998011e-02
  4.44558197e-02  2.77554016e-02 -1.55323668e-02 -1.84982728e-03
 -7.66215377e-02  6.43681425e-02]",desserts,food and drinks,1,0,0,0
restaurant_reviews.docx,88,We have a disc of perfectly set duck-egg custard.,disc perfectly set duckegg custard,"[-0.0571494  -0.03191862  0.02551282  0.02583     0.0483668   0.01625348
  0.0204956  -0.0244828   0.0056892  -0.007262    0.0233596   0.0047332
 -0.219      -0.00268    -0.0060074   0.02192686  0.054528   -0.0111426
 -0.0070302  -0.009119   -0.043524    0.00335936  0.0119228  -0.0350438
  0.00870428  0.0600756  -0.0422886   0.0066078   0.03226268 -0.00147
  0.03701556  0.0359552   0.02705995 -0.05377364  0.0409466  -0.033867
  0.00918226 -0.0404458   0.0306256   0.0654452  -0.0243632   0.0158652
  0.0008076  -0.014489    0.04820964 -0.0238299   0.00202328 -0.0168326
  0.00223729 -0.007608  ]",desserts,food and drinks,1,0,0,0
restaurant_reviews.docx,88,It's so light it seems to be holding its shape merely through strength of character.,light seems holding shape merely strength character,"[-0.05824614 -0.04783868  0.02369372  0.04765712  0.02931806  0.09998108
  0.097907   -0.04415934 -0.06230978 -0.02569526 -0.00553104  0.0168924
 -0.49684     0.00351326 -0.0367303   0.026898    0.0454644   0.0283558
  0.05188786 -0.07838592 -0.0087816   0.02251448  0.0288247   0.04511192
 -0.03274429  0.1177704  -0.04380678  0.03537494  0.02231939  0.02493732
  0.0572452  -0.03245422  0.0150938  -0.063147    0.0474681   0.01492962
 -0.03268494  0.0063555   0.01545042 -0.02306994  0.03203872  0.03509444
  0.08480232 -0.0170576   0.01628322 -0.03833086  0.04396232  0.02611082
  0.0147516  -0.01626206]",desserts,food and drinks,1,0,0,0
restaurant_reviews.docx,88,"There's a gentle hand on the sweetness, which is balanced out by fragments of spicy gingerbread, echoing the legendary product from nearby Grasmere.",Theres gentle hand sweetness balanced fragments spicy gingerbread echoing legendary product nearby Grasmere,"[-0.06100432 -0.00492612  0.01526942  0.05668034  0.08374648  0.06031304
  0.0750788  -0.13672902 -0.02701332 -0.10532078 -0.04177791 -0.0308544
 -0.5440564  -0.09124652  0.0031206   0.02534652  0.182063   -0.0384238
  0.08054992 -0.08052084 -0.0766282  -0.01588444 -0.04434616 -0.0323032
 -0.04054714  0.2514172  -0.06129236  0.02526306  0.00934462 -0.0183583
  0.07429334  0.04169308  0.01950074 -0.07565452  0.0348732  -0.0352765
  0.03610706  0.00514364  0.08899646  0.07710406  0.065326   -0.0527645
 -0.035826   -0.03895636  0.01152826  0.08321318  0.05948479  0.03392652
  0.0219649   0.08896002]",desserts,food and drinks,1,0,0,0
restaurant_reviews.docx,88,(If you haven't tried Grasmere gingerbread you have led only half a life.),havent tried Grasmere gingerbread led half life,"[-8.58599158e-03  2.54777393e-02  3.14904001e-02 -2.16719997e-02
 -1.95165193e-02  3.10729992e-03  2.88893199e-02 -8.39993991e-02
  3.52647908e-03 -6.86627164e-03 -1.99976701e-02 -1.26656011e-03
 -4.46880599e-01  3.48690006e-02 -2.47444001e-02 -1.34672400e-02
  4.29993805e-02  4.29199636e-04 -3.66974191e-02 -3.69929940e-03
 -1.26422003e-02 -5.39600253e-04 -2.50683393e-02 -5.35255204e-02
 -9.25998341e-03  8.89499992e-02 -5.21316400e-02 -5.19047793e-02
  5.53180099e-03 -2.53455398e-02  4.62419838e-04  3.70622006e-02
  1.93616003e-02 -4.20884390e-02  1.39199166e-02  2.69939406e-02
  2.96139005e-02 -8.83734081e-03  3.78750803e-02  5.38935997e-02
 -2.16687995e-02  3.06098612e-02 -1.16769206e-02 -5.58317797e-02
  2.35977608e-02 -1.63410005e-02  1.20291593e-02  1.44598003e-02
 -1.43587010e-02  5.31489986e-02]",desserts,food and drinks,1,0,0,0
restaurant_reviews.docx,88,"What's described as an apple terrine is a spectacularly well-made block of lightly cooked fruit, finely sliced and layered, with a drop-dead gorgeous cinnamon ice-cream, whorls of caramel cream and shards of honeycomb.",Whats described apple terrine spectacularly wellmade block lightly cooked fruit finely sliced layered dropdead gorgeous cinnamon icecream whorls caramel cream shards honeycomb,"[-0.10849774 -0.1376118   0.09386806  0.13060188  0.1165995   0.09854617
 -0.0191672  -0.2262743   0.06600896 -0.13046336 -0.16880838 -0.0416264
 -0.75321022 -0.14994162 -0.02541832  0.01184073  0.2592862  -0.14149422
  0.06164484 -0.06548464 -0.14307046 -0.00250422  0.01062736 -0.16723096
  0.00901534  0.3286494  -0.15786954  0.0695157   0.05063003 -0.11229526
  0.04243952  0.22549528 -0.0779254  -0.25882054 -0.13798554 -0.06842711
  0.0319672  -0.09292263  0.07111475  0.28441772  0.06753366 -0.18337067
 -0.04791108 -0.07232188  0.18587502 -0.08734412  0.08689664 -0.00942824
 -0.00150623  0.15591002]",desserts,food and drinks,1,0,0,0
restaurant_reviews.docx,88,It's a privilege to be introduced to these desserts.,privilege introduced desserts,"[ 0.0058794   0.028428   -0.00222566  0.0605518   0.023988    0.0012932
  0.0078606  -0.0186776  -0.0055678  -0.028381   -0.0330758  -0.00736678
 -0.116796    0.0187696   0.0102104   0.0349446   0.00377708 -0.0063934
  0.0138296   0.0177008   0.0096288  -0.0037496  -0.0182128  -0.0073749
  0.033102    0.06873     0.00827352 -0.008736    0.0280108  -0.0132666
  0.027094   -0.0058492  -0.0154964  -0.0396234   0.0086228   0.00235322
 -0.01087058  0.0101962  -0.0041028   0.0067366   0.0560574  -0.00347284
  0.0021628  -0.0332472   0.03166234 -0.013015    0.016996    0.00706472
 -0.0404372  -0.0037014 ]",desserts,food and drinks,1,0,0,0
restaurant_reviews.docx,91,Starters are around a tenner,Starters around tenner,"[ 0.0115772  -0.0046832   0.0203735  -0.0094844   0.022265   -0.0052476
  0.00683524 -0.0021562  -0.00693212 -0.01721486  0.0357128   0.0203702
 -0.1622     -0.0066536  -0.01148352  0.0325126   0.01743    -0.0402374
 -0.02882    -0.0106626   0.0113526  -0.0108164   0.03006053 -0.0271782
 -0.0159262   0.0548256   0.0226322  -0.02780054 -0.0382664  -0.00164474
  0.03846951  0.0292654   0.0068046   0.0295958   0.0097358  -0.00453406
  0.00619336  0.00769294 -0.00667228  0.01682654  0.0188462   0.0356188
 -0.0011342   0.001643    0.02959562 -0.0056284   0.00399874  0.0024814
  0.0254076   0.02173811]",starters,food and drinks,1,0,0,0
restaurant_reviews.docx,93,and mains often slip north of £20,mains often slip north,"[-0.00288    -0.0074388  -0.029722    0.0081516   0.01021088  0.02625108
  0.034837   -0.0079268  -0.0242984  -0.0099986   0.011984   -0.0013372
 -0.239008    0.00896492  0.0161084   0.0431296  -0.0297616  -0.036271
 -0.0183282  -0.0509986   0.0308664  -0.042397    0.02158552 -0.0269292
 -0.00469134  0.01284664 -0.0370752   0.0316032  -0.02340668  0.017985
  0.0575482  -0.00608702 -0.0019282  -0.019882    0.03362782 -0.01620562
 -0.031922    0.0350266   0.051183    0.00471434  0.0150233   0.01087526
  0.00133298  0.0040882   0.001192   -0.0344384   0.01301318  0.00436666
  0.033322    0.01768235]",mains,food and drinks,1,0,0,0
restaurant_reviews.docx,92,"Starters are around a tenner, and mains often slip north of £20.",Starters around tenner mains often slip north,"[ 8.69720042e-03 -1.21220009e-02 -9.34850007e-03 -1.33279875e-03
  3.24758798e-02  2.10034793e-02  4.16722403e-02 -1.00829998e-02
 -3.12305189e-02 -2.72134584e-02  4.76968004e-02  1.90330011e-02
 -4.01208001e-01  2.31131971e-03  4.62488130e-03  7.56422019e-02
 -1.23316002e-02 -7.65084015e-02 -4.71481994e-02 -6.16612002e-02
  4.22190011e-02 -5.32133996e-02  5.16460462e-02 -5.41073990e-02
 -2.06175398e-02  6.76722413e-02 -1.44430005e-02  3.80266115e-03
 -6.16730805e-02  1.63402612e-02  9.60177071e-02  2.31783810e-02
  4.87639904e-03  9.71380025e-03  4.33636200e-02 -2.07396790e-02
 -2.57286400e-02  4.27195413e-02  4.45107180e-02  2.15408799e-02
  3.38694994e-02  4.64940599e-02  1.98780373e-04  5.73119998e-03
  3.07876198e-02 -4.00667989e-02  1.70119204e-02  6.84805952e-03
  5.87295997e-02  3.94204513e-02]",price,place,0,1,0,0
restaurant_reviews.docx,92,"There is, however, a three-course lunch menu at £29.50 with only a slightly reduced choice.",however threecourse lunch menu slightly reduced choice,"[-1.76159978e-03 -2.39863989e-02  2.77923998e-02 -4.97600108e-03
  6.55667800e-02  2.71648358e-02  6.46670180e-02 -2.59710808e-02
  2.25960240e-04 -2.58550603e-02  1.14287999e-02 -8.49529983e-02
 -3.42579999e-01  7.81429932e-03 -1.89678597e-02  8.47775996e-02
  8.44524612e-02 -5.59897995e-02 -3.48816197e-02 -2.78445223e-02
 -1.93864000e-02 -1.87265591e-02 -2.51304120e-03  6.75910115e-03
 -5.07799834e-03  1.04518321e-01 -8.53259601e-04  7.84003735e-05
  3.42907398e-02 -2.14824003e-02  4.35985604e-02  2.95209007e-02
 -2.30198008e-02 -1.18202004e-02  4.11473984e-02 -3.35800350e-04
 -1.59581998e-02  7.48824064e-03  2.70146209e-02  2.11127015e-02
 -4.06599811e-02  4.62141192e-02  1.51959985e-02 -1.48323986e-02
  7.82187974e-02 -4.91008002e-02  1.58137998e-02 -3.39760020e-03
 -8.12175989e-02  9.26000178e-04]",price,place,0,1,0,0
restaurant_reviews.docx,94,"It's striking that none of this lofty culinary ambition comes with a side order of dreary, puckered formality",striking none lofty culinary ambition comes side order dreary puckered formality,"[-0.08760538 -0.07722334  0.00159631  0.0980784   0.091607    0.0808678
  0.1310758  -0.0783092  -0.0696902  -0.053864   -0.0186992  -0.03666012
 -0.4654268   0.00215139 -0.0105362  -0.0118246   0.05726596 -0.00884662
  0.0338599  -0.03463991 -0.02444334 -0.01750608  0.01269156  0.01608616
 -0.04007323  0.207581   -0.00537116 -0.0048557  -0.060048   -0.00123972
  0.1131829   0.00648192  0.09262084 -0.03416329  0.0122237   0.04001696
 -0.04629644  0.02943872  0.03474104  0.02102804  0.096166    0.02344076
  0.05004446 -0.06041568  0.0106256   0.01185193  0.06228946  0.0376136
  0.05114422  0.03951414]",positive,opinions,0,0,0,1
restaurant_reviews.docx,95,The service is jolly,service jolly,"[ 0.0039574   0.001987   -0.0252272  -0.001076   -0.0019468   0.00876122
  0.0095276  -0.021361    0.0045918  -0.0199024  -0.00889322  0.01072292
 -0.110568   -0.00034824  0.02080146  0.0071894   0.0082606  -0.0080608
 -0.0063608   0.01331    -0.0380096  -0.0264782  -0.0242178  -0.00876418
 -0.008208    0.025574    0.0131036  -0.0049388   0.0012308  -0.0117834
  0.010505   -0.01782262  0.0002956  -0.0128214   0.0158838   0.01767748
 -0.0187386   0.0175982   0.00560984  0.0173158  -0.0115864   0.000282
 -0.0251856   0.0064354   0.0113892   0.009081    0.00811066 -0.0234876
 -0.0049522   0.01860608]",service; positive,opinions; people,0,0,1,1
restaurant_reviews.docx,96,"The Sedbergh kids are sloping back to lessons, while their parents pick up the bill",Sedbergh kids sloping back lessons parents pick bill,"[ 0.04447226  0.01901376 -0.01665656  0.01445293  0.01220828 -0.00487318
  0.10120626  0.0373974   0.0006748  -0.04623758  0.003946    0.01911721
 -0.47383799  0.014353   -0.00397018  0.05041308 -0.0556292  -0.03807458
 -0.03291488  0.0242778  -0.00487898 -0.0029326  -0.02545546  0.00825684
 -0.0401984   0.0512939   0.0102626   0.00372154 -0.01121376 -0.01302454
  0.0278209  -0.0143532   0.0028427   0.00590584  0.01106     0.028064
  0.0341978   0.05304718  0.04715922 -0.043921   -0.009211    0.04937554
 -0.01737672 -0.00729208  0.0746091  -0.0433928   0.02385772  0.02622436
  0.0112172   0.02217   ]",customers,people,0,0,1,0
restaurant_reviews.docx,97,The Black Bull might come across as a rather fancy pub,Black Bull might come across rather fancy pub,"[-2.27035996e-02 -1.12072010e-02  1.50906000e-02 -3.07964597e-02
  3.35346050e-02  9.88751970e-03  9.35109986e-02 -3.51219390e-02
  5.37595999e-02  1.08183998e-02 -1.22409736e-02  1.05713999e-02
 -6.62445993e-01 -2.83191393e-02 -4.60561961e-03  6.80960059e-03
 -1.94309998e-03 -5.21592303e-02 -4.20832791e-02 -2.67239600e-02
  1.11088610e-02 -8.07557603e-02  3.50710002e-02 -5.08599997e-02
 -2.28628010e-02  3.43201986e-02  2.27339119e-04  2.98186323e-02
 -2.40801200e-02 -5.07656611e-02  8.53241002e-02  2.32724221e-02
  2.36888398e-02 -3.43597919e-03  3.25244594e-02  5.67839998e-02
 -2.34412596e-02  5.30952096e-03  1.89221885e-02  6.06839600e-02
 -7.79502786e-02  2.26090398e-02 -1.31331594e-02  2.88923796e-02
  7.72678003e-02  3.30527991e-02  7.56165987e-02  5.87284005e-02
 -1.51505607e-02  1.46295606e-02]",appearance,place,0,1,0,0
restaurant_reviews.docx,98,Certainly it has a very good chef in the kitchen.,Certainly good chef kitchen,"[ 1.13601996e-02  1.27558003e-02  7.85909969e-03 -4.81077806e-03
  4.40591994e-02  3.12488273e-02  2.98937991e-02  9.73192021e-03
  1.21619985e-03  1.87211975e-03 -2.97692004e-02  1.93127999e-02
 -2.81084003e-01 -1.23789803e-02  2.72862399e-02  2.54937604e-02
  4.97346002e-02 -6.02040023e-03 -2.82331201e-02 -2.72687986e-03
 -2.90174007e-02 -2.32363990e-02 -2.80364001e-02  1.30710397e-02
  9.79719996e-03  7.06185997e-02 -8.15299988e-03  9.34059918e-04
  4.15896004e-02 -4.32097998e-02  1.96546598e-02  1.10511994e-02
 -3.37275994e-02 -4.31451991e-03 -7.68977776e-05  2.26452202e-02
  1.75702197e-02  3.30879927e-03  3.94481586e-02  3.41968000e-02
 -4.56838012e-02  2.19819000e-02  3.58340025e-03  3.84851803e-02
  5.47377992e-02  1.46917999e-02  3.36313392e-02  2.41620004e-03
 -1.64021605e-02 -4.01891804e-02]",chefs; positive,opinions; people,0,0,1,1
restaurant_reviews.docx,98,"But what's important is that it knows how to please not just one crowd, but a number of them",whats important knows please one crowd number,"[ 6.55949723e-02  3.78498596e-02 -1.22796008e-02  2.25687801e-02
  3.13625996e-02  5.04391909e-03  1.35563604e-01  2.11128002e-02
  1.08666006e-02  2.61960030e-03 -2.53516206e-02 -4.49195800e-02
 -5.82800007e-01 -6.76133997e-02 -5.10027398e-02  5.73699594e-02
  1.06652604e-02 -2.20474003e-02 -1.81051004e-02 -3.32905492e-02
  4.64989400e-02 -4.91779864e-03  2.37566601e-02  4.93955815e-02
 -5.23567205e-02  2.57371593e-02  4.25294003e-02 -4.50040415e-02
  3.67983393e-02 -1.55359566e-02 -3.88492000e-02 -1.53466403e-02
  6.86371990e-03 -1.25883999e-02  8.09808010e-02  6.08189994e-02
  1.85254396e-02 -1.98695993e-02 -2.62861803e-02  6.82700038e-03
 -7.87477992e-02  1.29584193e-02  2.01927800e-02  1.16537191e-02
 -2.51281943e-02 -3.24990004e-02  3.78845601e-02 -2.89122006e-02
 -1.73110704e-02 -3.11199725e-04]",chefs; positive,opinions; people,0,0,1,1
restaurant_reviews.docx,99,Classic dishes served with poise and elegance,Classic dishes served poise elegance,"[-0.01746954 -0.0411389   0.057412    0.04051802  0.04031938  0.0510298
  0.00785642 -0.03807446 -0.001715   -0.04602244 -0.0594442   0.00177696
 -0.229964    0.03299374  0.0420465   0.0144058   0.0173703  -0.0130172
 -0.01214642  0.0365972  -0.0807474  -0.0133556  -0.01342378 -0.010177
  0.00894284  0.086821   -0.0211301   0.0331322   0.03007944 -0.04560672
  0.03978302  0.0410173  -0.0075122  -0.0366748  -0.0104742  -0.0251542
  0.01348374  0.011295    0.02084616 -0.00288482  0.0311654   0.01690168
  0.01178408 -0.03245214  0.01795902 -0.00704538  0.059916   -0.00033776
  0.0083144  -0.0273937 ]",presentation,food and drinks,1,0,0,0
restaurant_reviews.docx,100,Classic dishes served with poise and elegance.,Classic dishes served poise elegance,"[-0.01746954 -0.0411389   0.057412    0.04051802  0.04031938  0.0510298
  0.00785642 -0.03807446 -0.001715   -0.04602244 -0.0594442   0.00177696
 -0.229964    0.03299374  0.0420465   0.0144058   0.0173703  -0.0130172
 -0.01214642  0.0365972  -0.0807474  -0.0133556  -0.01342378 -0.010177
  0.00894284  0.086821   -0.0211301   0.0331322   0.03007944 -0.04560672
  0.03978302  0.0410173  -0.0075122  -0.0366748  -0.0104742  -0.0251542
  0.01348374  0.011295    0.02084616 -0.00288482  0.0311654   0.01690168
  0.01178408 -0.03245214  0.01795902 -0.00704538  0.059916   -0.00033776
  0.0083144  -0.0273937 ]",positive,opinions,0,0,0,1
